UniprotAccession,Description,Globulins,PSMs,Abundance[S4],Abundance[S37],Abundance[S38],Abundance[S39],Abundance[S40],Abundance[S41],Abundance[S42],Abundance[S43],Abundance[S44],Abundance[S45],Found[S4],Found[S37],Found[S38],Found[S39],Found[S40],Found[S41],Found[S42],Found[S43],Found[S44],Found[S45],Gene
Q6PJI9,GATOR complex protein WDR59 OS=Homo sapiens OX=9606 GN=WDR59 PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,WDR59
Q8TBB5,Kelch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=KLHDC4 PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,KLHDC4
Q14527,Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,HLTF
P83876,Thioredoxin-like protein 4A OS=Homo sapiens OX=9606 GN=TXNL4A PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,TXNL4A
Q6FIF0,AN1-type zinc finger protein 6 OS=Homo sapiens OX=9606 GN=ZFAND6 PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,ZFAND6
Q8TF68,Zinc finger protein 384 OS=Homo sapiens OX=9606 GN=ZNF384 PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,ZNF384
Q96PP9,Guanylate-binding protein 4 OS=Homo sapiens OX=9606 GN=GBP4 PE=2 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,GBP4
Q9UG22,GTPase IMAP family member 2 OS=Homo sapiens OX=9606 GN=GIMAP2 PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,GIMAP2
P17947,Transcription factor PU.1 OS=Homo sapiens OX=9606 GN=SPI1 PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,SPI1
O95070,Protein YIF1A OS=Homo sapiens OX=9606 GN=YIF1A PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,YIF1A
Q9BW91,"ADP-ribose pyrophosphatase, mitochondrial OS=Homo sapiens OX=9606 GN=NUDT9 PE=1 SV=1",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,NUDT9
P49356,Protein farnesyltransferase subunit beta OS=Homo sapiens OX=9606 GN=FNTB PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,FNTB
Q8ND76,Cyclin-Y OS=Homo sapiens OX=9606 GN=CCNY PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,CCNY
Q8WU76,Sec1 family domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SCFD2 PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,SCFD2
Q96P11,Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NSUN5 PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,NSUN5
Q99871,HAUS augmin-like complex subunit 7 OS=Homo sapiens OX=9606 GN=HAUS7 PE=1 SV=3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,HAUS7
P54803,Galactocerebrosidase OS=Homo sapiens OX=9606 GN=GALC PE=1 SV=3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,GALC
Q86Y56,"Dynein assembly factor 5, axonemal OS=Homo sapiens OX=9606 GN=DNAAF5 PE=1 SV=4",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DNAAF5
Q7Z392,Trafficking protein particle complex subunit 11 OS=Homo sapiens OX=9606 GN=TRAPPC11 PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,TRAPPC11
Q14508,WAP four-disulfide core domain protein 2 OS=Homo sapiens OX=9606 GN=WFDC2 PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,WFDC2
Q2TB18,Protein asteroid homolog 1 OS=Homo sapiens OX=9606 GN=ASTE1 PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,ASTE1
Q96B86,Repulsive guidance molecule A OS=Homo sapiens OX=9606 GN=RGMA PE=1 SV=3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,RGMA
Q8NFI3,Cytosolic endo-beta-N-acetylglucosaminidase OS=Homo sapiens OX=9606 GN=ENGASE PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,ENGASE
Q8N6M3,Fat storage-inducing transmembrane protein 2 OS=Homo sapiens OX=9606 GN=FITM2 PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,FITM2
Q9UP83,Conserved oligomeric Golgi complex subunit 5 OS=Homo sapiens OX=9606 GN=COG5 PE=1 SV=3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,COG5
O75916,Regulator of G-protein signaling 9 OS=Homo sapiens OX=9606 GN=RGS9 PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,RGS9
O95714,E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,HERC2
Q5MNZ9,WD repeat domain phosphoinositide-interacting protein 1 OS=Homo sapiens OX=9606 GN=WIPI1 PE=1 SV=3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,WIPI1
Q92615,La-related protein 4B OS=Homo sapiens OX=9606 GN=LARP4B PE=1 SV=3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,LARP4B
O14633,Late cornified envelope protein 2B OS=Homo sapiens OX=9606 GN=LCE2B PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,LCE2B
Q9H009,Nascent polypeptide-associated complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=NACA2 PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,NACA2
O75030,Microphthalmia-associated transcription factor OS=Homo sapiens OX=9606 GN=MITF PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,MITF
Q9ULC5,Long-chain-fatty-acid--CoA ligase 5 OS=Homo sapiens OX=9606 GN=ACSL5 PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,ACSL5
Q5R372,Rab GTPase-activating protein 1-like OS=Homo sapiens OX=9606 GN=RABGAP1L PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,RABGAP1L
P49366,Deoxyhypusine synthase OS=Homo sapiens OX=9606 GN=DHPS PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DHPS
Q15762,CD226 antigen OS=Homo sapiens OX=9606 GN=CD226 PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,CD226
Q8TF09,Dynein light chain roadblock-type 2 OS=Homo sapiens OX=9606 GN=DYNLRB2 PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DYNLRB2
Q9BTY7,Protein HGH1 homolog OS=Homo sapiens OX=9606 GN=HGH1 PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,HGH1
Q9UMD9,Collagen alpha-1(XVII) chain OS=Homo sapiens OX=9606 GN=COL17A1 PE=1 SV=3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,COL17A1
Q8IWB9,Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,TEX2
Q9P2X0,Dolichol-phosphate mannosyltransferase subunit 3 OS=Homo sapiens OX=9606 GN=DPM3 PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DPM3
Q9UK41,Vacuolar protein sorting-associated protein 28 homolog OS=Homo sapiens OX=9606 GN=VPS28 PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,VPS28
P20142,Gastricsin OS=Homo sapiens OX=9606 GN=PGC PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,PGC
Q96CB8,Integrator complex subunit 12 OS=Homo sapiens OX=9606 GN=INTS12 PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,INTS12
Q9P2D3,HEAT repeat-containing protein 5B OS=Homo sapiens OX=9606 GN=HEATR5B PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,HEATR5B
Q5VYY1,Ankyrin repeat domain-containing protein 22 OS=Homo sapiens OX=9606 GN=ANKRD22 PE=2 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,ANKRD22
Q02094,Ammonium transporter Rh type A OS=Homo sapiens OX=9606 GN=RHAG PE=1 SV=2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,RHAG
A8MVW5,HEPACAM family member 2 OS=Homo sapiens OX=9606 GN=HEPACAM2 PE=1 SV=1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,HEPACAM2
O14494,Phospholipid phosphatase 1 OS=Homo sapiens OX=9606 GN=PLPP1 PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,PLPP1
P47736,Rap1 GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RAP1GAP PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,RAP1GAP
Q0VAA5,PI-PLC X domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PLCXD2 PE=2 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,PLCXD2
P78332,RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,RBM6
Q96H55,Unconventional myosin-XIX OS=Homo sapiens OX=9606 GN=MYO19 PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,MYO19
Q9NRN9,Methyltransferase-like protein 5 OS=Homo sapiens OX=9606 GN=METTL5 PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,METTL5
Q96IG2,F-box/LRR-repeat protein 20 OS=Homo sapiens OX=9606 GN=FBXL20 PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,FBXL20
Q9H1P3,Oxysterol-binding protein-related protein 2 OS=Homo sapiens OX=9606 GN=OSBPL2 PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,OSBPL2
Q6IC98,GRAM domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GRAMD4 PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,GRAMD4
Q8NEZ2,Vacuolar protein sorting-associated protein 37A OS=Homo sapiens OX=9606 GN=VPS37A PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,VPS37A
P03891,NADH-ubiquinone oxidoreductase chain 2 OS=Homo sapiens OX=9606 GN=MT-ND2 PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,MT-ND2
A2RUB1,Meiosis-specific coiled-coil domain-containing protein MEIOC OS=Homo sapiens OX=9606 GN=MEIOC PE=2 SV=3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,MEIOC
Q6V0I7,Protocadherin Fat 4 OS=Homo sapiens OX=9606 GN=FAT4 PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,FAT4
Q8N1A6,UPF0462 protein C4orf33 OS=Homo sapiens OX=9606 GN=C4orf33 PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,C4orf33
Q99574,Neuroserpin OS=Homo sapiens OX=9606 GN=SERPINI1 PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,SERPINI1
Q9Y289,Sodium-dependent multivitamin transporter OS=Homo sapiens OX=9606 GN=SLC5A6 PE=2 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,SLC5A6
Q68E01,Integrator complex subunit 3 OS=Homo sapiens OX=9606 GN=INTS3 PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,INTS3
Q8N3V7,Synaptopodin OS=Homo sapiens OX=9606 GN=SYNPO PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,SYNPO
Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1 OS=Homo sapiens OX=9606 GN=GABRG1 PE=2 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,GABRG1
P55345,Protein arginine N-methyltransferase 2 OS=Homo sapiens OX=9606 GN=PRMT2 PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,PRMT2
O00479,High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens OX=9606 GN=HMGN4 PE=1 SV=3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,HMGN4
Q8IVF7,Formin-like protein 3 OS=Homo sapiens OX=9606 GN=FMNL3 PE=1 SV=3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,FMNL3
Q86V85,Integral membrane protein GPR180 OS=Homo sapiens OX=9606 GN=GPR180 PE=2 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,GPR180
Q7KZN9,Cytochrome c oxidase assembly protein COX15 homolog OS=Homo sapiens OX=9606 GN=COX15 PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,COX15
P07332,Tyrosine-protein kinase Fes/Fps OS=Homo sapiens OX=9606 GN=FES PE=1 SV=3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,FES
Q8IWF6,Protein DENND6A OS=Homo sapiens OX=9606 GN=DENND6A PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DENND6A
P00480,"Ornithine carbamoyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=OTC PE=1 SV=3",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,OTC
Q9UJF2,Ras GTPase-activating protein nGAP OS=Homo sapiens OX=9606 GN=RASAL2 PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,RASAL2
O60942,mRNA-capping enzyme OS=Homo sapiens OX=9606 GN=RNGTT PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,RNGTT
Q8NG11,Tetraspanin-14 OS=Homo sapiens OX=9606 GN=TSPAN14 PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,TSPAN14
P55210,Caspase-7 OS=Homo sapiens OX=9606 GN=CASP7 PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,CASP7
Q9HC36,"rRNA methyltransferase 3, mitochondrial OS=Homo sapiens OX=9606 GN=MRM3 PE=1 SV=2",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,MRM3
O43291,Kunitz-type protease inhibitor 2 OS=Homo sapiens OX=9606 GN=SPINT2 PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,SPINT2
A2RUS2,DENN domain-containing protein 3 OS=Homo sapiens OX=9606 GN=DENND3 PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DENND3
P00167,Cytochrome b5 OS=Homo sapiens OX=9606 GN=CYB5A PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,CYB5A
Q8NFZ8,Cell adhesion molecule 4 OS=Homo sapiens OX=9606 GN=CADM4 PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,CADM4
Q92956,Tumor necrosis factor receptor superfamily member 14 OS=Homo sapiens OX=9606 GN=TNFRSF14 PE=1 SV=3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,TNFRSF14
Q9Y2Y8,Proteoglycan 3 OS=Homo sapiens OX=9606 GN=PRG3 PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,PRG3
P53708,Integrin alpha-8 OS=Homo sapiens OX=9606 GN=ITGA8 PE=1 SV=3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,ITGA8
Q9BW71,HIRA-interacting protein 3 OS=Homo sapiens OX=9606 GN=HIRIP3 PE=1 SV=3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,HIRIP3
Q9UN19,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide OS=Homo sapiens OX=9606 GN=DAPP1 PE=1 SV=1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DAPP1
Q53GS7,Nucleoporin GLE1 OS=Homo sapiens OX=9606 GN=GLE1 PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,GLE1
Q12830,Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,BPTF
Q8NDX1,PH and SEC7 domain-containing protein 4 OS=Homo sapiens OX=9606 GN=PSD4 PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,PSD4
Q9NX14,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB11 PE=1 SV=1",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,NDUFB11
Q9H7L9,Sin3 histone deacetylase corepressor complex component SDS3 OS=Homo sapiens OX=9606 GN=SUDS3 PE=1 SV=2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,SUDS3
